employee_id,zip,state
EMP000593,38357,TN
EMP000594,07935,NJ
EMP000595,93544,CA
EMP000596,33176,FL
EMP000597,68843,NE
EMP000598,95757,CA
EMP000599,19106,PA
EMP000600,17321,PA
EMP000601,10989,NY
EMP000602,69026,NE
EMP000603,92285,CA
EMP000604,37035,TN
EMP000605,93267,CA
EMP000606,32321,FL
EMP000607,55429,MN
EMP000608,96121,CA
EMP000609,86445,AZ
EMP000610,34753,FL
EMP000611,34235,FL
EMP000612,78357,TX
EMP000613,91790,CA
EMP000614,57630,SD
EMP000615,32448,FL
EMP000616,90062,CA
EMP000617,76932,TX
EMP000618,55616,MN
EMP000619,20136,VA
EMP000620,75181,TX
EMP000621,77345,TX
EMP000622,49690,MI
EMP000623,94158,CA
EMP000624,56226,MN
EMP000625,23502,VA
EMP000626,28635,NC
EMP000627,95635,CA
EMP000628,49010,MI
EMP000629,37050,TN
EMP000630,94568,CA
EMP000631,41650,KY
EMP000632,47405,IN
EMP000633,64432,MO
EMP000634,90833,CA
EMP000635,11228,NY
EMP000636,92677,CA
EMP000637,08049,NJ
EMP000638,62950,IL
EMP000639,49004,MI
EMP000640,28315,NC
EMP000641,95843,CA
EMP000642,95626,CA
EMP000643,38543,TN
EMP000644,63624,MO
EMP000645,45711,OH
EMP000646,32940,FL
EMP000647,70663,LA
EMP000648,43219,OH
EMP000649,12190,NY
EMP000650,01655,MA
EMP000651,69120,NE
EMP000652,91024,CA
EMP000653,91303,CA
EMP000654,54216,WI
EMP000655,36861,AL
EMP000656,95240,CA
EMP000657,85145,AZ
EMP000658,45681,OH
EMP000659,02375,MA
EMP000660,45773,OH
EMP000661,63855,MO
EMP000662,23148,VA
EMP000663,94920,CA
EMP000664,33815,FL
EMP000665,27401,NC
EMP000666,18503,PA
EMP000667,16651,PA
EMP000668,99129,WA
EMP000669,42367,KY
EMP000670,07031,NJ
EMP000671,24221,VA
EMP000672,70510,LA
EMP000673,92672,CA
EMP000674,46929,IN
EMP000675,72564,AR
EMP000676,91784,CA
EMP000677,99029,WA
EMP000678,96032,CA
EMP000679,07036,NJ
EMP000680,95046,CA
EMP000681,33142,FL
EMP000682,30296,GA
EMP000683,16920,PA
EMP000684,56303,MN
EMP000685,22032,VA
EMP000686,79245,TX
EMP000687,07106,NJ
EMP000688,33834,FL
EMP000689,44836,OH
EMP000690,43824,OH
EMP000691,33433,FL
EMP000692,94065,CA
EMP000693,95690,CA
EMP000694,01887,MA
EMP000695,48635,MI
EMP000696,93653,CA
EMP000697,19707,DE
EMP000698,93001,CA
EMP000699,87401,NM
EMP000700,80516,CO
EMP000701,10018,NY
EMP000702,28315,NC
EMP000703,77032,TX
EMP000704,48421,MI
EMP000705,28718,NC
EMP000706,29069,SC
EMP000707,60135,IL
EMP000708,44310,OH
EMP000709,72476,AR
EMP000710,99033,WA
EMP000711,64150,MO
EMP000712,12770,NY
EMP000713,93242,CA
EMP000714,78516,TX
EMP000715,30816,GA
EMP000716,91351,CA
EMP000717,33606,FL
EMP000718,60428,IL
EMP000719,61604,IL
EMP000720,53597,WI
EMP000721,11377,NY
EMP000722,95536,CA
EMP000723,94928,CA
EMP000724,79373,TX
EMP000725,19107,PA
EMP000726,35771,AL
EMP000727,92590,CA
EMP000728,78377,TX
EMP000729,79259,TX
EMP000730,37361,TN
EMP000731,69145,NE
EMP000732,31719,GA
EMP000733,80807,CO
EMP000734,02667,MA
EMP000735,98684,WA
EMP000736,74030,OK
EMP000737,75233,TX
EMP000738,31909,GA
EMP000739,12063,NY
EMP000740,23148,VA
EMP000741,27978,NC
EMP000742,30064,GA
EMP000743,92809,CA
EMP000744,91108,CA
EMP000745,08827,NJ
EMP000746,62902,IL
EMP000747,85028,AZ
EMP000748,31749,GA
EMP000749,37865,TN
EMP000750,23831,VA
EMP000751,75218,TX
EMP000752,30740,GA
EMP000753,02818,RI
EMP000754,27587,NC
EMP000755,95922,CA
EMP000756,44264,OH
EMP000757,49326,MI
EMP000758,77017,TX
EMP000759,72642,AR
EMP000760,61776,IL
EMP000761,01053,MA
EMP000762,56461,MN
EMP000763,16933,PA
EMP000764,95691,CA
EMP000765,61356,IL
EMP000766,21704,MD
EMP000767,25187,WV
EMP000768,13638,NY
EMP000769,02738,MA
EMP000770,19131,PA
EMP000771,47136,IN
EMP000772,78948,TX
EMP000773,67004,KS
EMP000774,85535,AZ
EMP000775,36758,AL
EMP000776,95669,CA
EMP000777,44090,OH
EMP000778,93060,CA
EMP000779,76102,TX
EMP000780,18011,PA
EMP000781,75691,TX
EMP000782,76554,TX
EMP000783,40291,KY
EMP000784,28512,NC
EMP000785,71452,LA
EMP000786,49449,MI
EMP000787,19020,PA
EMP000788,77025,TX
EMP000789,75968,TX
EMP000790,71327,LA
EMP000791,07631,NJ
EMP000792,63074,MO
EMP000793,45121,OH
EMP000794,64432,MO
EMP000795,24467,VA
EMP000796,54482,WI
EMP000797,32641,FL
EMP000798,14905,NY
EMP000799,55417,MN
EMP000800,18635,PA
EMP000801,19933,DE
EMP000802,81424,CO
EMP000803,62655,IL
EMP000804,43452,OH
EMP000805,35476,AL
EMP000806,73068,OK
EMP000807,38018,TN
EMP000808,85131,AZ
EMP000809,64635,MO
EMP000810,97344,OR
EMP000811,92008,CA
EMP000812,33434,FL
EMP000813,77407,TX
EMP000814,92336,CA
EMP000815,36112,AL
EMP000816,39183,MS
EMP000817,94709,CA
EMP000818,62022,IL
EMP000819,20012,DC
EMP000820,32834,FL
EMP000821,39746,MS
EMP000822,37324,TN
EMP000823,76522,TX
EMP000824,72847,AR
EMP000825,46322,IN
EMP000826,80820,CO
EMP000827,30011,GA
EMP000828,89010,NV
EMP000829,34637,FL
EMP000830,79058,TX
EMP000831,23416,VA
EMP000832,92831,CA
EMP000833,32311,FL
EMP000834,94010,CA
EMP000835,08610,NJ
EMP000836,94704,CA
EMP000837,20136,VA
EMP000838,07831,NJ
EMP000839,63867,MO
EMP000840,44846,OH
EMP000841,18635,PA
EMP000842,45067,OH
EMP000843,01945,MA
EMP000844,04043,ME
EMP000845,69354,NE
EMP000846,28445,NC
EMP000847,85635,AZ
EMP000848,73057,OK
EMP000849,08110,NJ
EMP000850,32055,FL
EMP000851,15322,PA
EMP000852,19133,PA
EMP000853,08057,NJ
EMP000854,76882,TX
EMP000855,85251,AZ
EMP000856,71222,LA
EMP000857,31404,GA
EMP000858,07465,NJ
EMP000859,94510,CA
EMP000860,92241,CA
EMP000861,92233,CA
EMP000862,84096,UT
EMP000863,67520,KS
EMP000864,62801,IL
EMP000865,30062,GA
EMP000866,53557,WI
EMP000867,14818,NY
EMP000868,95628,CA
EMP000869,10994,NY
EMP000870,29577,SC
EMP000871,84724,UT
EMP000872,45858,OH
EMP000873,61006,IL
EMP000874,28433,NC
EMP000875,18249,PA
EMP000876,32204,FL
EMP000877,20674,MD
EMP000878,45434,OH
EMP000879,76544,TX
EMP000880,10548,NY
EMP000881,12140,NY
EMP000882,13732,NY
EMP000883,63459,MO
EMP000884,47012,IN
EMP000885,30802,GA
EMP000886,08518,NJ
EMP000887,34291,FL
EMP000888,68137,NE
EMP000889,01749,MA
EMP000890,19380,PA
EMP000891,75103,TX
EMP000892,78401,TX
EMP000893,01826,MA
EMP000894,90710,CA
EMP000895,33781,FL
EMP000896,17236,PA
EMP000897,68048,NE
EMP000898,24270,VA
EMP000899,30833,GA
EMP000900,15360,PA
EMP000901,98930,WA
EMP000902,61459,IL
EMP000903,32277,FL
EMP000904,92118,CA
EMP000905,28174,NC
EMP000906,89060,NV
EMP000907,32714,FL
EMP000908,63623,MO
EMP000909,05343,VT
EMP000910,47405,IN
EMP000911,75681,TX
EMP000912,97462,OR
EMP000913,78963,TX
EMP000914,30147,GA
EMP000915,36048,AL
EMP000916,02301,MA
EMP000917,95122,CA
EMP000918,12154,NY
EMP000919,97865,OR
EMP000920,65259,MO
EMP000921,08094,NJ
EMP000922,27505,NC
EMP000923,19964,DE
EMP000924,79511,TX
EMP000925,28119,NC
EMP000926,85617,AZ
EMP000927,31645,GA
EMP000928,75422,TX
EMP000929,93664,CA
EMP000930,83011,WY
EMP000931,49735,MI
EMP000932,62889,IL
EMP000933,93207,CA
EMP000934,38253,TN
EMP000935,31553,GA
EMP000936,18460,PA
EMP000937,07661,NJ
EMP000938,80210,CO
EMP000939,45768,OH
EMP000940,73438,OK
EMP000941,48629,MI
EMP000942,76679,TX
EMP000943,66762,KS
EMP000944,18241,PA
EMP000945,84779,UT
EMP000946,92220,CA
EMP000947,07930,NJ
EMP000948,76621,TX
EMP000949,07205,NJ
EMP000950,27576,NC
EMP000951,24017,VA
EMP000952,78657,TX
EMP000953,08063,NJ
EMP000954,42171,KY
EMP000955,90068,CA
EMP000956,95565,CA
EMP000957,80470,CO
EMP000958,38569,TN
EMP000959,44905,OH
EMP000960,95501,CA
EMP000961,85378,AZ
EMP000962,28742,NC
EMP000963,62349,IL
EMP000964,90606,CA
EMP000965,77316,TX
EMP000966,27805,NC
EMP000967,15732,PA
EMP000968,14512,NY
EMP000969,12458,NY
EMP000970,04097,ME
EMP000971,80905,CO
EMP000972,85395,AZ
EMP000973,32312,FL
EMP000974,32680,FL
EMP000975,75169,TX
EMP000976,12586,NY
EMP000977,74436,OK
EMP000978,34744,FL
EMP000979,52630,IA
EMP000980,13622,NY
EMP000981,63541,MO
EMP000982,80836,CO
EMP000983,20017,DC
EMP000984,27974,NC
EMP000985,27326,NC
EMP000986,88417,NM
EMP000987,30516,GA
EMP000988,32968,FL
EMP000989,92708,CA
EMP000990,28697,NC
EMP000991,01518,MA
EMP000992,49884,MI
EMP000993,91748,CA
EMP000994,06519,CT
EMP000995,80649,CO
EMP000996,90305,CA
EMP000997,98383,WA
EMP000998,16685,PA
EMP000999,94804,CA
EMP001000,31643,GA
EMP001001,13811,NY
EMP001002,01129,MA
EMP001003,75453,TX
EMP001004,61778,IL
EMP001005,85616,AZ
EMP001006,53566,WI
EMP001007,23321,VA
EMP001008,27212,NC
EMP001009,95942,CA
EMP001010,13028,NY
EMP001011,48218,MI
EMP001012,23846,VA
EMP001013,78413,TX
EMP001014,12734,NY
EMP001015,58367,ND
EMP001016,23838,VA
EMP001017,70816,LA
EMP001018,28545,NC
EMP001019,10037,NY
EMP001020,19343,PA
EMP001021,93950,CA
EMP001022,98036,WA
EMP001023,22949,VA
EMP001024,96761,HI
EMP001025,21634,MD
EMP001026,28464,NC
EMP001027,08215,NJ
EMP001028,78744,TX
EMP001029,33570,FL
EMP001030,68333,NE
EMP001031,77429,TX
EMP001032,11235,NY
EMP001033,43560,OH
EMP001034,45339,OH
EMP001035,23607,VA
EMP001036,73080,OK
EMP001037,64638,MO
EMP001038,76687,TX
EMP001039,05478,VT
EMP001040,48647,MI
EMP001041,83524,ID
EMP001042,89311,NV
EMP001043,85342,AZ
EMP001044,22718,VA
EMP001045,83344,ID
EMP001046,85303,AZ
EMP001047,87829,NM
EMP001048,81220,CO
EMP001049,78940,TX
EMP001050,28398,NC
EMP001051,16637,PA
EMP001052,13612,NY
EMP001053,01718,MA
EMP001054,84120,UT
EMP001055,35541,AL
EMP001056,12115,NY
EMP001057,83237,ID
EMP001058,17747,PA
EMP001059,38341,TN
EMP001060,34604,FL
EMP001061,49247,MI
EMP001062,46320,IN
EMP001063,96032,CA
EMP001064,22851,VA
EMP001065,95050,CA
EMP001066,32622,FL
EMP001067,93925,CA
EMP001068,13021,NY
EMP001069,96136,CA
EMP001070,78123,TX
EMP001071,59226,MT
EMP001072,62439,IL
EMP001073,30401,GA
EMP001074,53965,WI
EMP001075,14028,NY
EMP001076,96130,CA
EMP001077,95323,CA
EMP001078,34110,FL
EMP001079,20626,MD
EMP001080,89107,NV
EMP001081,45614,OH
EMP001082,75125,TX
EMP001083,05448,VT
EMP001084,55409,MN
EMP001085,66946,KS
EMP001086,06016,CT
EMP001087,13732,NY
EMP001088,93271,CA
EMP001089,14008,NY
EMP001090,85938,AZ
EMP001091,84043,UT
EMP001092,97473,OR
EMP001093,34461,FL
EMP001094,92014,CA
EMP001095,21678,MD
EMP001096,32502,FL
EMP001097,93280,CA
EMP001098,56303,MN
EMP001099,01343,MA
EMP001100,78607,TX
EMP001101,52650,IA
EMP001102,44028,OH
EMP001103,95666,CA
EMP001104,91768,CA
EMP001105,30525,GA
EMP001106,93620,CA
EMP001107,34203,FL
EMP001108,32909,FL
EMP001109,14526,NY
EMP001110,98579,WA
EMP001111,37665,TN
EMP001112,91502,CA
EMP001113,30303,GA
EMP001114,62543,IL
EMP001115,72472,AR
EMP001116,47920,IN
EMP001117,72443,AR
EMP001118,16229,PA
EMP001119,32334,FL
EMP001120,28360,NC
EMP001121,54817,WI
EMP001122,62818,IL
EMP001123,89822,NV
EMP001124,29332,SC
EMP001125,81144,CO
EMP001126,53126,WI
EMP001127,49107,MI
EMP001128,63127,MO
EMP001129,71971,AR
EMP001130,95133,CA
EMP001131,50430,IA
EMP001132,98320,WA
EMP001133,78004,TX
EMP001134,45133,OH
EMP001135,78250,TX
EMP001136,28449,NC
EMP001137,30094,GA
EMP001138,31549,GA
EMP001139,44669,OH
EMP001140,94521,CA
EMP001141,01534,MA
EMP001142,21132,MD
EMP001143,32011,FL
EMP001144,54747,WI
EMP001145,94025,CA
EMP001146,15310,PA
EMP001147,85040,AZ
EMP001148,66105,KS
EMP001149,19934,DE
EMP001150,93737,CA
EMP001151,75681,TX
EMP001152,81251,CO
EMP001153,38127,TN
EMP001154,62014,IL
EMP001155,31001,GA
EMP001156,62694,IL
EMP001157,76869,TX
EMP001158,78061,TX
EMP001159,60558,IL
