employee_id,zip,state,nearest_plant_city,nearest_plant_state,facility,category
EMP000081,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000082,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000083,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000084,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000085,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000086,43537,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000087,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000088,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000089,43443,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000090,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000091,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000092,48145,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000093,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000094,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000095,43551,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000096,43606,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000097,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000098,48145,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000099,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000100,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000101,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000102,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000103,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000104,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000105,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000106,43551,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000107,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000108,43606,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000109,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000110,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000111,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000112,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000113,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000114,43613,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000115,43615,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000116,43430,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000117,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000118,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000119,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000120,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000121,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000122,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000123,43445,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000124,43613,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000125,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000126,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000127,43469,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000128,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000129,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000130,43430,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000131,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000132,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000133,43445,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000134,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000135,43416,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000136,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000137,43612,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000138,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000139,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000140,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000141,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000142,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000143,48140,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000144,49270,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000145,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000146,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000147,43443,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000148,43445,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000149,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000150,43551,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000151,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000152,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000153,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000154,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000155,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000156,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000157,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000158,43416,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000159,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000160,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000161,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000162,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000163,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000164,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000165,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000166,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000167,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000168,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000169,43601,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000170,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000171,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000172,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000173,48140,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000174,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000175,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000176,43619,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000177,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000178,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000179,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000180,43416,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000181,43416,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000182,43551,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000183,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000184,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000185,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000186,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000187,48162,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000188,49270,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000189,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000190,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000191,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000192,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000193,43465,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000194,43465,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000195,43613,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000196,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000197,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000198,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000199,43614,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000200,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000201,43443,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000202,43615,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000203,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000204,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000205,43619,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000206,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000207,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000208,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000209,43601,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000210,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000211,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000212,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000213,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000214,48162,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000215,43617,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000216,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000217,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000218,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000219,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000220,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000221,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000222,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000223,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000224,43614,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000225,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000226,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000227,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000228,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000229,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000230,43614,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000231,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000232,48161,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000233,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000234,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000235,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000236,43469,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000237,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000238,43560,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000239,43537,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000240,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000241,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000242,43606,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000243,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000244,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000245,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000246,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000247,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000248,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000249,43606,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000250,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000251,43609,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000252,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000253,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000254,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000255,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000256,43465,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000257,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000258,43623,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000259,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000260,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000261,43617,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000262,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000263,43601,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000264,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000265,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000266,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000267,43445,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000268,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000269,43537,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000270,43551,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000271,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000272,43609,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000273,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000274,43619,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000275,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000276,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000277,43612,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000278,43609,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000279,43609,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000280,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000281,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000282,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000283,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000284,48162,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000285,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000286,48144,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000287,48162,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000288,43542,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000289,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000290,48162,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000291,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000292,43449,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000293,43447,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000294,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000295,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000296,43537,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000297,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000298,43615,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000299,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000300,48157,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000301,43450,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000302,43616,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000303,43615,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000304,43449,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000305,48145,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000306,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000307,43528,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000308,48182,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000309,43605,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000310,43608,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000311,49270,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000312,48133,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000313,43460,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000314,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000315,43610,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000316,43604,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000317,43465,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000318,43601,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000319,43617,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000320,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000321,43611,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000322,43607,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000323,43412,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000324,43601,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000325,43613,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000326,43609,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000327,43432,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000328,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000329,43620,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000330,49267,MI,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
EMP000331,43445,OH,Toledo,OH,One Owens Corning Parkway,Corporate Headquarters
